"","CAD CDW ID","CAD Event Number","General Offense Number","Event Clearance Code","Event Clearance Description","Event Clearance SubGroup","Event Clearance Group","Event Clearance Date","Hundred Block Location","District/Sector","Zone/Beat","Census Tract","Longitude","Latitude","Incident Location","Initial Type Description","Initial Type Subgroup","Initial Type Group","At Scene Time","dist_mgh"
"1238","1965108",8.39916949253942e-314,9.96583920900027e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","03/28/2017 04:10:44 PM","15 AV NE / NE 42 ST","U","U2","5301.4",-122.31207,47.658302,"(47.658302, -122.31207)","MOTOR VEHICLE COLLISION, HIT AND RUN","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","03/28/2017 12:08:01 PM",0.00522729232012895
"1239","1864529",7.90524253981815e-314,9.96228548374155e-315,"063","THEFT - CAR PROWL","CAR PROWL","CAR PROWL","10/27/2016 03:14:38 PM","14XX BLOCK OF NE 42 ST","U","U2","5301.3009",-122.3124,47.658604,"(47.658604, -122.3124)","THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","OTHER PROPERTY","THEFT","10/27/2016 12:58:39 PM",0.00567370469798976
"1240","1998006",8.3991996868673e-314,9.96614115227907e-315,"064","SHOPLIFT","THEFT","SHOPLIFTING","05/14/2017 04:55:31 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","SHOPLIFT - THEFT","SHOPLIFTING","THEFT","05/14/2017 12:05:07 PM",0.00581961682587908
"1241","1956659",8.39916205438113e-314,9.96991158461136e-316,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","03/16/2017 12:21:00 PM","MONTLAKE BV NE / NE PACIFIC PL","U","U3","5302.3045",-122.30391,47.65108,"(47.65108, -122.30391)","TRAFFIC - MOVING VIOLATION","TRAFFIC RELATED CALLS","PARKING VIOLATIONS","",0.00568222606026364
"1242","2053992",8.39925009539702e-314,9.9666452375762e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","07/25/2017 07:50:53 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","TRESPASS","TRESPASS","TRESPASS","",0.00581961682587908
"1243","1957573",8.39916267591571e-314,9.96997373806961e-316,"350","HAZARDS","HAZARDS","HAZARDS","03/17/2017 04:47:58 PM","UNIVERSITY WY NE / NE 40 ST","U","U2","5302.2",-122.313286,47.65535,"(47.65535, -122.313286)","TRAFFIC - BO SIGNALS AND DOWN SIGNS","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","",0.00530817718243134
"1244","1997921",8.39919972194596e-314,9.96614150306567e-315,"063","THEFT - CAR PROWL","CAR PROWL","CAR PROWL","05/14/2017 02:21:23 PM","UNIVERSITY WY NE / NE 41 ST","U","U2","5301.4",-122.31325,47.656834,"(47.656834, -122.31325)","TRU - THEFT","OTHER PROPERTY","THEFT","05/14/2017 01:07:46 PM",0.00556100575435904
"1245","2000413",8.39920204701889e-314,9.96616475379497e-315,"192","MISDEMEANOR WARRANT SERVICE","WARRANT CALLS","ARREST","05/18/2017 01:37:00 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","THREATS, HARASSMENT","THREATS, HARASSMENT","05/17/2017 11:56:43 PM",0.00581961682587908
"1246","1952818",8.39915829454156e-314,9.96953560065488e-316,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","03/10/2017 02:18:54 PM","15 AV NE / NE PACIFIC ST","U","U2","5302.2022",-122.31247,47.652973,"(47.652973, -122.31247)","MOTOR VEHICLE COLLISION, BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","03/10/2017 12:32:25 PM",0.00493573844526285
"1247","1986877",8.39918977047573e-314,9.96604198836329e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","04/29/2017 01:21:46 PM","15 AV NE / NE 42 ST","U","U2","5301.4",-122.31207,47.658302,"(47.658302, -122.31207)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00522729232012895
"1248","2053998",8.39925008403351e-314,9.96664512394111e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","07/25/2017 07:43:10 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00581961682587908
"1249","1960358",8.39916539722929e-314,9.96579825589888e-315,"450","DRIVING WHILE UNDER INFLUENCE (DUI)","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","03/21/2017 06:54:58 PM","38XX BLOCK OF MONTLAKE BV NE","U","U3","5302.3006",-122.30293,47.653004,"(47.653004, -122.30293)","DUI - DRIVING UNDER INFLUENCE","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","",0.00545072518110338
"1250","1959980",8.39916497677942e-314,9.97020382444088e-316,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","03/21/2017 05:52:14 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00581961682587908
"1251","1960204",8.39916525543244e-314,9.9702316897433e-316,"470","PARKING VIOLATION (EXCEPT ABANDONED VEHICLES)","PARKING VIOLATIONS","TRAFFIC RELATED CALLS","03/21/2017 02:51:38 PM","13XX BLOCK OF NE CAMPUS PY","U","U2","5302.1001",-122.31384,47.65622,"(47.65622, -122.31384)","PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC RELATED CALLS","PARKING VIOLATIONS","",0.00597115843032339
"1252","1998096",8.39919976295341e-314,9.96614191314016e-315,"052","BURGLARY - COMMERCIAL","COMMERCIAL BURGLARIES","BURGLARY","05/14/2017 07:05:08 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4",-122.313225,47.657574,"(47.657574, -122.313225)","BURG - COMM BURGLARY (INCLUDES SCHOOLS)","BURGLARY","COMMERCIAL BURGLARIES","05/14/2017 12:46:58 PM",0.00581961682587908
"1253","1998098",8.39919973825013e-314,9.96614166610734e-315,"052","BURGLARY - COMMERCIAL","COMMERCIAL BURGLARIES","BURGLARY","05/14/2017 07:11:39 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4",-122.313225,47.657574,"(47.657574, -122.313225)","THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","OTHER PROPERTY","THEFT","05/14/2017 01:01:21 PM",0.00581961682587908
"1254","2020029",8.39921970047849e-314,9.96634128839088e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","06/11/2017 05:04:35 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.30912,47.651302,"(47.651302, -122.30912)","ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS)","ASSAULTS","ASSAULTS","06/11/2017 03:35:16 PM",0.00390402164440257
"1255","2019895",8.39921961599326e-314,9.96634044353863e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","06/11/2017 01:10:31 PM","15 AV NE / NE 41 ST","U","U2","5301.4",-122.31211,47.65682,"(47.65682, -122.31211)","TRAFFIC STOP - OFFICER INITIATED ONVIEW","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","",0.00449162030898405
"1256","1864620",7.90524237183583e-314,9.96228380391835e-315,"052","BURGLARY - COMMERCIAL","COMMERCIAL BURGLARIES","BURGLARY","10/27/2016 05:20:06 PM","14XX BLOCK OF NE 42 ST","U","U2","5301.3009",-122.3124,47.658604,"(47.658604, -122.3124)","BURG - COMM BURGLARY (INCLUDES SCHOOLS)","BURGLARY","COMMERCIAL BURGLARIES","10/27/2016 12:13:44 PM",0.00567370469798976
"1257","1816510",7.9052014567775e-314,9.96187465333506e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","08/24/2016 12:03:40 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00581961682587908
"1258","2104086",8.39929496298051e-314,9.96709391341116e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","09/29/2017 11:17:19 AM","NE PACIFIC ST / 15 AV NE","U","U2","5302.2022",-122.31247,47.652973,"(47.652973, -122.31247)","MOTOR VEHICLE COLLISION, HIT AND RUN","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","09/29/2017 09:13:22 AM",0.00493573844526285
"1259","2032050",8.3992306301987e-314,9.96645058559306e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","06/27/2017 05:44:06 PM","14XX BLOCK OF NE 42 ST","U","U2","5301.3009",-122.31264,47.65831,"(47.65831, -122.31264)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","06/27/2017 04:42:44 PM",0.00568826801408483
"1260","1839380",7.90522053265208e-314,9.96206541208092e-315,"350","HAZARDS","HAZARDS","HAZARDS","09/22/2016 05:19:33 PM","NE CAMPUS PY / 15 AV NE","U","U2","5302.1009",-122.312126,47.656204,"(47.656204, -122.312126)","HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT)","HAZARDS","HAZARDS","",0.0043001019755452
"1261","1999101",8.39920083853432e-314,9.96615266894927e-315,"065","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","05/16/2017 08:55:39 AM","40XX BLOCK OF UNIVERSITY WY NE","U","U2","5302.101",-122.31328,47.65567,"(47.65567, -122.31328)","THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","OTHER PROPERTY","THEFT","05/16/2017 08:01:03 AM",0.00533059780888578
"1262","1864670",7.90524239604504e-314,9.96228404601052e-315,"052","BURGLARY - COMMERCIAL","COMMERCIAL BURGLARIES","BURGLARY","10/27/2016 07:01:07 PM","42XX BLOCK OF 15 AV NE","U","U2","5301.3009",-122.3124,47.658604,"(47.658604, -122.3124)","BURG - COMM BURGLARY (INCLUDES SCHOOLS)","BURGLARY","COMMERCIAL BURGLARIES","10/27/2016 04:43:41 PM",0.00567370469798976
"1263","1864689",7.9052424815184e-314,9.96228490074408e-315,"052","BURGLARY - COMMERCIAL","COMMERCIAL BURGLARIES","BURGLARY","10/27/2016 07:15:59 PM","14XX BLOCK OF NE 42 ST","U","U2","5301.3009",-122.3124,47.658604,"(47.658604, -122.3124)","BURG - COMM BURGLARY (INCLUDES SCHOOLS)","BURGLARY","COMMERCIAL BURGLARIES","10/27/2016 03:43:51 PM",0.00567370469798976
"1264","1979430",8.39918286590833e-314,9.96597294268928e-315,"200","ALACAD - COMMERCIAL BURGLARY (FALSE)","BURGLARY ALACAD (FALSE)","FALSE ALACAD","04/18/2017 01:55:35 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","SHOPLIFT - THEFT","SHOPLIFTING","THEFT","",0.00581961682587908
"1265","2043829",8.39924116664267e-314,9.96655595003269e-315,"470","PARKING VIOLATION (EXCEPT ABANDONED VEHICLES)","PARKING VIOLATIONS","TRAFFIC RELATED CALLS","07/12/2017 01:38:20 PM","40XX BLOCK OF UNIVERSITY WY NE","U","U2","5302.101",-122.31328,47.65567,"(47.65567, -122.31328)","PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC RELATED CALLS","PARKING VIOLATIONS","",0.00533059780888578
"1266","2032390",8.39923067417055e-314,9.96645102531148e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","06/28/2017 03:00:55 AM","40XX BLOCK OF SPOKANE LN NE","U","U2","5302.3016",-122.30842,47.656647,"(47.656647, -122.30842)","PREPLANNED EVENT","MISCELLANEOUS","MISCELLANEOUS","06/27/2017 04:42:12 PM",0.0016662442798123
"1267","2000591",8.39920225798492e-314,9.96616686345528e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","05/18/2017 10:15:09 AM","NE PACIFIC PL / MONTLAKE BV NE","U","U3","5302.3045",-122.30391,47.65108,"(47.65108, -122.30391)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00568222606026364
"1268","1985189",8.39918822059179e-314,9.96602648952398e-315,"161","TRESPASS","TRESPASS","TRESPASS","04/27/2017 05:23:52 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00581961682587908
"1269","2020677",8.39922035017481e-314,9.96634778535413e-315,"250","MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF","06/12/2017 03:09:39 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","06/12/2017 02:38:26 PM",0.00581961682587908
"1270","1965895",8.39917035616617e-314,9.96584784526776e-315,"031","STRONG ARM ROBBERY","ROBBERY","ROBBERY","03/29/2017 07:15:20 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4",-122.313225,47.657574,"(47.657574, -122.313225)","ROBBERY - IP/JO (INCLUDES STRONG ARM)","ROBBERY","ROBBERY","03/29/2017 04:26:01 PM",0.00581961682587908
"1271","2032507",8.39923109709074e-314,9.96645525451341e-315,"161","TRESPASS","TRESPASS","TRESPASS","06/28/2017 10:16:18 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","TRESPASS","TRESPASS","TRESPASS","",0.00581961682587908
"1272","2000030",8.3992016399088e-314,9.96616068269405e-315,"040","ASSAULTS, OTHER","ASSAULTS","ASSAULTS","05/17/2017 03:14:04 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","05/17/2017 12:26:53 PM",0.00581961682587908
"1273","2021195",8.3992207903873e-314,9.96635218747903e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","06/13/2017 08:53:54 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)","WEAPONS CALLS","WEAPONS CALLS","",0.00581961682587908
"1274","2078832",8.39927223102015e-314,9.96686659380751e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","08/26/2017 12:36:53 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00581961682587908
"1275","2020852",8.39922050827582e-314,9.96634936636419e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","06/12/2017 07:43:22 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","TRAFFIC - MOVING VIOLATION","TRAFFIC RELATED CALLS","PARKING VIOLATIONS","",0.00581961682587908
"1276","1990485",8.39919299721846e-314,9.96607425579062e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","05/04/2017 02:49:00 PM","MONTLAKE BV NE / NE PACIFIC PL","U","U3","5302.3045",-122.30391,47.65108,"(47.65108, -122.30391)","TRAFFIC - MOVING VIOLATION","TRAFFIC RELATED CALLS","PARKING VIOLATIONS","",0.00568222606026364
"1277","2000529",8.39920217695816e-314,9.96616605318762e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","05/18/2017 08:05:05 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","",0.00581961682587908
"1278","1872487",7.90524947946421e-314,9.96235488020216e-315,"141","LEWD CONDUCT","LIQUOR VIOLATIONS","LEWD CONDUCT","11/07/2016 12:05:52 PM","15 AV NE / NE 40 ST","U","U2","5302.2000",-122.31215,47.65534,"(47.65534, -122.31215)","LEWD - (EXPOSING, FLASHING, URINATING IN PUB)","LEWD CONDUCT","SUSPICIOUS CIRCUMSTANCES","",0.00417393974561786
"1279","2000272",8.3992019778497e-314,9.96616406210306e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","05/17/2017 09:32:28 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","FIGHT - VERBAL/ORAL (NO WEAPONS)","DISTURBANCES","DISTURBANCES","",0.00581961682587908
"1280","2000389",8.39920203812571e-314,9.96616466486315e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","05/18/2017 12:52:15 AM","14XX BLOCK OF NE 42 ST","U","U2","5301.3009",-122.31264,47.65831,"(47.65831, -122.31264)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00568826801408483
"1281","2104366",8.3992952609021e-314,9.96709689262701e-315,"350","HAZARDS","HAZARDS","HAZARDS","09/29/2017 07:03:57 PM","MONTLAKE BV NE / NE PACIFIC PL","U","U3","5302.3045",-122.30391,47.65108,"(47.65108, -122.30391)","HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT)","HAZARDS","HAZARDS","09/29/2017 05:17:24 PM",0.00568222606026364
"1282","1953241",8.39915876736238e-314,9.96958288273719e-316,"040","ASSAULTS, OTHER","ASSAULTS","ASSAULTS","03/11/2017 03:19:54 AM","38XX BLOCK OF MONTLAKE BV NE","U","U3","5302.3006",-122.30293,47.653004,"(47.653004, -122.30293)","ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS)","ASSAULTS","ASSAULTS","",0.00545072518110338
"1283","1997058",8.39919898677628e-314,9.96613415136886e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","05/13/2017 06:59:30 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00581961682587908
"1284","2023121",8.39922249738411e-314,9.96636925744709e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","06/15/2017 06:18:33 PM","37XX BLOCK OF 15 AV NE","U","U2","5302.2022",-122.31322,47.652313,"(47.652313, -122.31322)","MOTOR VEHICLE COLLISION, BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","06/15/2017 03:45:53 PM",0.00589999271186261
"1285","2001375",8.39920294127771e-314,9.96617369638316e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","05/19/2017 09:56:44 AM","15 AV NE / NE PACIFIC ST","U","U2","5302.2022",-122.31247,47.652973,"(47.652973, -122.31247)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","05/19/2017 09:04:55 AM",0.00493573844526285
"1286","1854556",7.90523374940218e-314,9.96219757958184e-315,"130","PROPERTY DESTRUCTION","PROPERTY DAMAGE","PROPERTY DAMAGE","10/13/2016 03:18:41 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.312904,47.657303,"(47.657303, -122.312904)","PROPERTY - DAMAGE","PROPERTY DAMAGE","PROPERTY DAMAGE","10/13/2016 12:03:18 PM",0.00541360452933768
"1287","1820666",7.90520423836708e-314,9.96190246923092e-315,"342","HARBOR - WATER EMERGENCIES","HARBOR CALLS","HARBOR CALLS","08/28/2016 10:27:02 AM","17XX BLOCK OF NE COLUMBIA RD","U","U2","5302.2018",-122.30977,47.649837,"(47.649837, -122.30977)","HARBOR - WATER EMERGENCIES","HARBOR CALLS","HARBOR CALLS","08/28/2016 10:22:21 AM",0.00549813513839073
"1288","2004061",8.399205351824e-314,9.96619780184602e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","05/22/2017 05:04:16 PM","NE 41 ST / UNIVERSITY WY NE","U","U2","5301.4",-122.31325,47.656834,"(47.656834, -122.31325)","TRAFFIC - MOVING VIOLATION","TRAFFIC RELATED CALLS","PARKING VIOLATIONS","",0.00556100575435904
"1289","1927098",8.39913401961418e-314,9.96710810791717e-316,"101","FORGERY, BAD CHECKS","FRAUD CALLS","FRAUD CALLS","01/30/2017 07:24:23 PM","14XX BLOCK OF NE 42 ST","U","U2","5301.3009",-122.31264,47.65831,"(47.65831, -122.31264)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC","FRAUD CALLS","FRAUD CALLS","01/30/2017 02:50:01 PM",0.00568826801408483
"1290","2066382",8.39926126276281e-314,9.96675691123413e-315,"415","BLOCKING VEHICLE","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","08/09/2017 06:01:27 PM","39XX BLOCK OF MONTLAKE BV NE","U","U3","5302.3006",-122.30293,47.653004,"(47.653004, -122.30293)","MOTOR VEHICLE COLLISION, BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","08/09/2017 05:56:16 PM",0.00545072518110338
"1291","2054778",8.3992507470696e-314,9.96665175430207e-315,"161","TRESPASS","TRESPASS","TRESPASS","07/26/2017 05:59:42 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","07/26/2017 05:10:12 AM",0.00581961682587908
"1292","2009846",8.3992104831898e-314,9.966249115504e-315,"242","FIGHT DISTURBANCE","DISTURBANCES","DISTURBANCES","05/29/2017 07:24:36 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","FIGHT - VERBAL/ORAL (NO WEAPONS)","DISTURBANCES","DISTURBANCES","05/29/2017 06:38:34 PM",0.00581961682587908
"1293","2010908",8.39921141895013e-314,9.96625847310733e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","05/31/2017 02:14:23 AM","NE PACIFIC ST / 15 AV NE","U","U2","5302.2022",-122.31247,47.652973,"(47.652973, -122.31247)","TRAFFIC STOP - OFFICER INITIATED ONVIEW","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","",0.00493573844526285
"1294","1989487",8.39919201353376e-314,9.96606441894361e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","05/03/2017 08:50:21 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS)","ASSAULTS","ASSAULTS","",0.00581961682587908
"1295","2079451",8.39927334069159e-314,9.96687769052192e-315,"161","TRESPASS","TRESPASS","TRESPASS","08/28/2017 08:51:57 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","TRESPASS","TRESPASS","TRESPASS","",0.00581961682587908
"1296","1816854",7.90520183621991e-314,9.96187844775922e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","08/24/2016 08:39:59 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313225,47.657574,"(47.657574, -122.313225)","SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","",0.00581961682587908
"1297","2034373",8.39923266327884e-314,9.96647091639438e-315,"161","TRESPASS","TRESPASS","TRESPASS","06/30/2017 05:54:09 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4",-122.313225,47.657574,"(47.657574, -122.313225)","TRESPASS","TRESPASS","TRESPASS","06/30/2017 03:04:03 PM",0.00581961682587908
"1298","2017401",8.39921734082096e-314,9.96631769181564e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","06/08/2017 08:02:22 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","TRESPASS","TRESPASS","TRESPASS","",0.00581961682587908
"1299","1896906",7.90527155579946e-314,9.96257564355469e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","12/13/2016 10:01:27 PM","40XX BLOCK OF UNIVERSITY WY NE","U","U2","5302.1010",-122.31328,47.65567,"(47.65567, -122.31328)","ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS)","ASSAULTS","ASSAULTS","12/13/2016 08:41:28 PM",0.00533059780888578
"1300","1839894",7.90522080389412e-314,9.96206812450132e-315,"065","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","09/23/2016 10:03:06 AM","40XX BLOCK OF UNIVERSITY WY NE","U","U2","5302.101",-122.31298,47.65547,"(47.65547, -122.31298)","THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","OTHER PROPERTY","THEFT","09/23/2016 05:24:49 AM",0.00501165371908238
"1301","1896920",7.90527151380388e-314,9.96257522359889e-315,"220","CRISIS COMPLAINT - GENERAL","CRISIS CALL","BEHAVIORAL HEALTH","12/13/2016 10:30:27 PM","NE 41 ST / UNIVERSITY WY NE","U","U2","5301.4000",-122.31325,47.656834,"(47.656834, -122.31325)","CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS","BEHAVIORAL HEALTH","CRISIS CALL","",0.00556100575435904
